Store,Date,IsHoliday,Temperature,gas_price,discount_promotional,discount_clearance,discount_damaged_good,discount_competitive,CPI,Unemployment,Weekly_Sales,Type,Size,Weekly_Sales.1
5,8/3/2012,FALSE,86.91,3.417,7365.26,14.48,0.7,3640.7,222.5385111,5.603,725729.51,B,34875,324195.17
5,8/10/2012,FALSE,86.96,3.494,3261.56,15,0.5,1687.13,222.5472987,5.603,733037.32,B,34875,306759.7
5,8/17/2012,FALSE,87.52,3.571,1649.56,-10.98,2.31,1955.75,222.6276753,5.603,722496.93,B,34875,314014.18
5,8/24/2012,FALSE,79.45,3.62,1985.37,68,4.54,627.6,222.7617437,5.603,718232.26,B,34875,320831.36
5,8/31/2012,FALSE,84.25,3.638,5211.69,49,13,2799.14,222.8958121,5.603,734297.87,B,34875,344642.01
5,9/7/2012,TRUE,86.3,3.73,2797.26,1.9,9.61,968.75,223.0298805,5.603,766512.66,B,34875,350648.91
5,9/14/2012,FALSE,76.65,3.717,2027.18,4,4.55,1354.97,223.1734167,5.603,702238.27,B,34875,299800.67
5,9/21/2012,FALSE,71.09,3.721,3033.26,5.73,1.1,83.82,223.3737593,5.603,723086.2,B,34875,307306.76
6,11/11/2011,FALSE,61.33,3.297,12590.41,2173.66,123.2,3108.55,219.5631135,6.551,808624.82,A,202505,1536176.54
6,11/18/2011,FALSE,63.89,3.308,4649.8,304.36,205.38,687.88,219.7897137,6.551,773603.77,A,202505,1524390.07
6,11/25/2011,TRUE,62.78,3.236,429.03,171.88,83192.81,15,220.0417412,6.551,1170672.94,A,202505,2249811.55
6,12/2/2011,FALSE,51.18,3.172,6264.18,74.94,2885.14,3904.82,220.2937686,6.551,875699.81,A,202505,1688531.34
6,12/9/2011,FALSE,43.64,3.158,5473.33,42,282.45,4436.51,220.5457961,6.551,957155.31,A,202505,1903385.14
6,12/16/2011,FALSE,53.27,3.159,7070.01,27,603.98,508.56,220.7671856,6.551,1078905.68,A,202505,2034695.56
6,12/23/2011,FALSE,49.45,3.112,2143.54,55.54,1417.2,23.41,220.9477245,6.551,1521957.99,A,202505,2644633.02
6,12/30/2011,TRUE,46.8,3.129,6098.54,82881.16,326.68,814.58,221.1282634,6.551,869403.63,A,202505,1598080.52
6,1/6/2012,FALSE,50.82,3.157,3220.17,32056.43,108.24,985.76,221.3088023,6.132,714081.05,A,202505,1395339.71
6,1/13/2012,FALSE,48.33,3.261,4779.48,11967.81,65.72,575.13,221.4893412,6.132,676615.53,A,202505,1344243.17
6,1/20/2012,FALSE,55.37,3.268,3413.91,1540.99,33.02,449.06,221.5831306,6.132,700392.21,A,202505,1326255.7
6,1/27/2012,FALSE,53.95,3.29,1510.59,630.92,37.1,17,221.6769199,6.132,624081.64,A,202505,1315610.66
6,2/3/2012,FALSE,57.45,3.36,36848.38,1772.68,161.55,28199.34,221.7707093,6.132,757330.95,A,202505,1496305.78
6,2/10/2012,TRUE,48.58,3.409,12635.19,5694.76,68.45,8976.17,221.8644987,6.132,803657.12,A,202505,1620603.92
6,2/17/2012,FALSE,49.03,3.51,13182.32,15299.89,12.82,6129.29,222.026359,6.132,858853.75,A,202505,1632616.09
6,2/24/2012,FALSE,59.17,3.555,9198.08,8878.31,10.6,642.13,222.2392726,6.132,753060.78,A,202505,1465187.71
6,3/2/2012,FALSE,60.32,3.63,20243.99,618.72,14.35,9687.4,222.4521862,6.132,782796.01,A,202505,1550385.65
6,3/9/2012,FALSE,57.89,3.669,7731.19,445.6,4.19,446.42,222.6650998,6.132,776968.87,A,202505,1569304.4
6,3/16/2012,FALSE,62.8,3.734,7034.05,103.68,4.59,2231.64,222.8186603,6.132,788340.23,A,202505,1748010.29
6,3/23/2012,FALSE,63.71,3.787,4928.84,57.72,10.95,664.8,222.8930835,6.132,791835.37,A,202505,1495143.62
6,3/30/2012,FALSE,67.91,3.845,12063.62,6.78,16.5,1859.67,222.9675066,6.132,777254.06,A,202505,1508933.26
6,4/13/2012,FALSE,71.29,3.891,4634.18,6968.14,18.04,1544.21,223.1163529,5.964,781970.6,A,202505,1616394.45
6,4/20/2012,FALSE,68.64,3.877,2326.27,2591.86,14.79,81.42,223.17092,5.964,1456073.24,A,202505,1456073.24
6,4/27/2012,FALSE,71.5,3.814,2564.41,1.49,15.54,9.94,223.2254871,5.964,711571.88,A,202505,1456221.1
6,5/4/2012,FALSE,77.66,3.749,13643.53,266,117.27,5455.98,223.2800541,5.964,782300.68,A,202505,1543461.12
6,6/1/2012,FALSE,80.39,3.501,8267.68,16,441.83,1904.81,223.3539397,5.964,837144.63,A,202505,1681121.38
6,6/8/2012,FALSE,80.5,3.452,11150.2,188.6,63.7,859.54,223.3553131,5.964,795133,A,202505,1696619.52
6,6/15/2012,FALSE,82.1,3.393,7041.68,276.35,350.16,3373.11,223.3680933,5.964,821498.18,A,202505,1642247.48
6,6/22/2012,FALSE,81.2,3.346,7253.03,312.35,160.51,3024.57,223.4093906,5.964,822569.16,A,202505,1618272.25
6,7/6/2012,FALSE,82.95,3.227,6087.24,254.9,205.95,3655.34,223.4919851,5.668,843361.1,A,202505,1876359.39
6,7/13/2012,FALSE,80.27,3.256,8413.69,113.45,39.42,5516.18,223.5332824,5.668,749817.08,A,202505,1588142.26
6,7/20/2012,FALSE,81.57,3.311,3762.14,148.95,18.43,3197.56,223.5424501,5.668,737613.65,A,202505,1574361.97
6,7/27/2012,FALSE,85.78,3.407,7017.6,203.26,8.11,17151.91,223.5516178,5.668,711671.58,A,202505,1513229.16
6,8/3/2012,FALSE,87.55,3.417,31765.22,141.14,19.13,15925.51,223.5607856,5.668,725729.51,A,202505,1627274.93
6,8/10/2012,FALSE,87.04,3.494,5750.2,187.04,5.21,3920.14,223.5699533,5.668,733037.32,A,202505,1588380.73
6,8/17/2012,FALSE,87.53,3.571,5433.03,171.64,0.01,4968.35,223.6510224,5.668,722496.93,A,202505,1543049.52
6,8/24/2012,FALSE,79.03,3.62,5492.77,103.36,50,5268.21,223.7860175,5.668,718232.26,A,202505,1501095.49
6,8/31/2012,FALSE,83.58,3.638,21801.35,111.57,16.74,15675.98,223.9210125,5.668,734297.87,A,202505,1577439.81
6,9/7/2012,TRUE,86.33,3.73,14105.12,47.96,24.6,3040.62,224.0560076,5.668,766512.66,A,202505,1608077.01
6,9/14/2012,FALSE,76.41,3.717,11072.87,22,6.01,3871.46,224.2004678,5.668,702238.27,A,202505,1375166.86
6,9/21/2012,FALSE,70.81,3.721,8735.97,3.82,6.15,855.06,224.4017192,5.668,723086.2,A,202505,1425603.65
6,9/28/2012,FALSE,77.82,3.666,4181.54,7.64,1.65,1952.69,224.6029706,5.668,713173.95,A,202505,1369131.46
7,11/11/2011,FALSE,19.53,3.505,3307.6,1431.65,143.06,1330.31,195.6376941,8.513,808624.82,B,70713,556015.59
7,11/18/2011,FALSE,29.53,3.479,3221.47,1229.96,7.35,494.15,195.7184713,8.513,773603.77,B,70713,539826.56
7,11/25/2011,TRUE,27.6,3.424,35.94,6.47,41487.59,12,195.7704,8.513,1170672.94,B,70713,949075.87
7,12/2/2011,FALSE,20.38,3.378,2229.32,6.47,738.42,1630.88,195.8223287,8.513,875699.81,B,70713,591907.88
7,12/16/2011,FALSE,15.2,3.266,2089.28,0.09,168.73,439.97,195.9841685,8.513,1078905.68,B,70713,720242.19
7,12/23/2011,FALSE,12.19,3.173,519.82,0.15,483.1,41.51,196.1713893,8.513,1521957.99,B,70713,1059715.27
7,12/30/2011,TRUE,15.56,3.119,2026.82,17021.3,113.19,144.93,196.3586101,8.513,869403.63,B,70713,815915.52
7,1/6/2012,FALSE,18.67,3.095,2373.44,11519.36,7.26,162.72,196.5458309,8.256,714081.05,B,70713,713117.66
7,1/13/2012,FALSE,7.46,3.077,3167.26,5926.48,0.54,191.84,196.7330517,8.256,676615.53,B,70713,593875.46
7,1/20/2012,FALSE,27.41,3.055,1967.73,2791.5,0.73,213.86,196.7796652,8.256,700392.21,B,70713,578002.85
7,2/3/2012,FALSE,22.2,3.031,56917.7,1839.82,4.53,16241.73,196.8728921,8.256,757330.95,B,70713,580453.32
7,2/10/2012,TRUE,18.79,3.103,13100.37,3096.6,1.73,4854.7,196.9195056,8.256,803657.12,B,70713,563460.77
7,2/17/2012,FALSE,27.03,3.113,5453.54,4918.31,1.88,1838.98,196.9432711,8.256,858853.75,B,70713,620908.18
7,2/24/2012,FALSE,24.41,3.129,10170.57,4331.71,93.06,2699.15,196.9499007,8.256,753060.78,B,70713,603041.14
7,3/2/2012,FALSE,21.64,3.191,41848.34,2326.08,139.2,15505,196.9565303,8.256,782796.01,B,70713,551058.13
7,3/9/2012,FALSE,30.1,3.286,12144.9,1178.96,2.18,996.02,196.9631599,8.256,776968.87,B,70713,579166.5
7,3/16/2012,FALSE,37.29,3.486,2980.91,3.28,2.55,3440.61,197.0457208,8.256,788340.23,B,70713,669205.73
7,3/30/2012,FALSE,44.99,3.75,8460.02,2.4,9.25,385.22,197.4133259,8.256,777254.06,B,70713,583322.2
7,4/13/2012,FALSE,41.43,3.901,1662.2,1555.57,15.47,776.66,197.780931,8.09,781970.6,B,70713,517420.23
7,4/20/2012,FALSE,39.3,3.936,2114.64,863.38,14.21,549.62,197.7227385,8.09,457340.06,B,70713,457340.06
7,6/8/2012,FALSE,63.07,3.741,3729.69,76.6,0.12,444.64,197.6551863,8.09,795133,B,70713,642963.75
7,6/15/2012,FALSE,59.33,3.723,16717.38,119.4,0.65,677.29,197.692292,8.09,821498.18,B,70713,666942.02
7,6/22/2012,FALSE,63.69,3.735,12407.71,352.1,0.09,1239.04,197.7389345,8.09,822569.16,B,70713,687344.68
7,7/6/2012,FALSE,64.67,3.646,2779.97,326.2,5.07,2112.68,197.8322195,7.872,843361.1,B,70713,805642.61
7,7/13/2012,FALSE,64.21,3.613,1562.86,85.7,0.35,424.66,197.8788621,7.872,749817.08,B,70713,694150.89
7,7/20/2012,FALSE,62.87,3.585,1182.59,114.37,11.37,198.49,197.9290378,7.872,737613.65,B,70713,686345.69
7,7/27/2012,FALSE,64.6,3.57,1064.81,688.66,3.45,1264.45,197.9792136,7.872,711671.58,B,70713,686365.4
7,8/3/2012,FALSE,61.83,3.528,9468.47,109.88,2.88,8606.99,198.0293893,7.872,725729.51,B,70713,680954.81
7,8/10/2012,FALSE,63.41,3.509,4032.28,26.2,55.79,2124.61,198.0795651,7.872,733037.32,B,70713,675926.3
7,8/17/2012,FALSE,59.66,3.545,1266.82,34.6,46.86,1649.91,198.1001057,7.872,722496.93,B,70713,642450.4
7,8/24/2012,FALSE,59.27,3.558,2534.52,19.6,1.86,1627.26,198.0984199,7.872,718232.26,B,70713,609099.37
7,8/31/2012,FALSE,60.46,3.556,6246.07,9,16.35,2482.01,198.0967341,7.872,734297.87,B,70713,586467.16
7,9/21/2012,FALSE,51.77,3.765,4113.14,12,3,344.2,198.358523,7.872,723086.2,B,70713,530842.25
7,9/28/2012,FALSE,50.64,3.789,3735.2,6.91,4.5,917.2,198.5903276,7.872,713173.95,B,70713,525545.76
7,10/26/2012,FALSE,42.53,3.686,2818.42,24.03,2.97,343.26,199.2195317,7.557,495543.28,B,70713,495543.28
8,11/11/2011,FALSE,50.56,3.297,4971.01,4538.18,541.05,1407.72,221.4595129,6.123,808624.82,A,155078,917088.48
8,11/18/2011,FALSE,51.72,3.308,6839.45,114.32,166.32,868.79,221.6911738,6.123,773603.77,A,155078,897032.19
8,11/25/2011,TRUE,49.61,3.236,437.61,320.76,45968.51,110.41,221.9491571,6.123,1170672.94,A,155078,1235163.86
8,12/2/2011,FALSE,40.82,3.172,2222.42,286,1464.46,1192.79,222.2071405,6.123,875699.81,A,155078,986601.46
8,12/9/2011,FALSE,30.51,3.158,4425.92,36,346.05,1791.15,222.4651238,6.123,957155.31,A,155078,1051922.95
8,12/16/2011,FALSE,39.79,3.159,739.45,34,326.76,169.2,222.6910959,6.123,1078905.68,A,155078,1118163.94
8,12/23/2011,FALSE,38.16,3.112,1234,0.3,891.94,14,222.8743862,6.123,1521957.99,A,155078,1462254.05
8,12/30/2011,TRUE,36.33,3.129,3701.08,36381.83,164.34,178.4,223.0576765,6.123,869403.63,A,155078,858572.22
8,1/6/2012,FALSE,43.47,3.157,3093.39,26001.46,96.35,500.91,223.2409668,5.825,714081.05,A,155078,872113.23
8,1/13/2012,FALSE,36.46,3.261,6725.29,12764.99,15.98,299.73,223.4242571,5.825,676615.53,A,155078,817661.76
8,1/20/2012,FALSE,46.81,3.268,1643.08,1055.47,9.02,411.88,223.5188055,5.825,700392.21,A,155078,813954.82
8,1/27/2012,FALSE,45.52,3.29,6065.01,730.16,15.18,30.28,223.6133539,5.825,624081.64,A,155078,778178.53
8,2/3/2012,FALSE,45.56,3.36,41524.03,1412.41,83.15,18723.56,223.7079023,5.825,757330.95,A,155078,927610.69
8,2/10/2012,TRUE,35.71,3.409,9332.6,3298.88,32.12,6530.08,223.8024507,5.825,803657.12,A,155078,1021400.42
8,2/17/2012,FALSE,37.51,3.51,4376.58,10723.12,10.5,1546.82,223.9658621,5.825,858853.75,A,155078,1096232.89
8,2/24/2012,FALSE,46.33,3.555,9712.39,4960.15,1,2441.26,224.1809207,5.825,753060.78,A,155078,928537.54
8,3/2/2012,FALSE,50.95,3.63,19521.45,1000.19,0.6,5819.37,224.3959793,5.825,782796.01,A,155078,952264.91
8,3/9/2012,FALSE,49.59,3.669,7740.12,269.44,2,509.65,224.6110379,5.825,776968.87,A,155078,960115.56
8,3/16/2012,FALSE,56.63,3.734,4879.04,501.9,6.14,1078.01,224.7657327,5.825,788340.23,A,155078,921178.39
8,3/23/2012,FALSE,52.9,3.787,6155.76,499.11,2.04,403.32,224.8399424,5.825,791835.37,A,155078,874223.25
8,4/13/2012,FALSE,65.19,3.891,7627.83,4689.55,4.2,940.82,225.0625714,5.679,781970.6,A,155078,909989.45
8,4/20/2012,FALSE,63.59,3.877,3600.79,2105.64,4.9,1768.65,225.1179914,5.679,872288.46,A,155078,872288.46
8,4/27/2012,FALSE,70.34,3.814,5440.25,1.5,2.2,15.6,225.1734114,5.679,711571.88,A,155078,879448.25
8,6/1/2012,FALSE,78.31,3.501,11578.32,41.6,58.17,1319.45,225.300865,5.679,837144.63,A,155078,921161.2
8,6/8/2012,FALSE,74.28,3.452,8721.82,252.8,30.45,679.89,225.3011521,5.679,795133,A,155078,928820
8,6/15/2012,FALSE,77.14,3.393,8583.02,265.7,151.05,1184.4,225.3134743,5.679,821498.18,A,155078,916918.7
8,6/22/2012,FALSE,78.85,3.346,5146.44,124.95,2.97,1409.95,225.3558843,5.679,822569.16,A,155078,899449.65
8,7/6/2012,FALSE,81.24,3.227,10526.01,157.93,182.17,3068.98,225.4407043,5.401,843361.1,A,155078,936205.5
8,7/13/2012,FALSE,78.46,3.256,10278.48,129.2,24,1750.15,225.4831143,5.401,749817.08,A,155078,890488.01
8,7/20/2012,FALSE,79.94,3.311,6764.94,164.8,13.02,390.77,225.4930078,5.401,737613.65,A,155078,888834.07
8,7/27/2012,FALSE,81.71,3.407,6382.88,80.6,3.55,2242.95,225.5029014,5.401,711671.58,A,155078,838227.52
8,8/3/2012,FALSE,85.06,3.417,12755.02,88.2,17.83,4783.44,225.5127949,5.401,725729.51,A,155078,897076.73
8,8/10/2012,FALSE,83.74,3.494,11811.65,26,59.03,2215.73,225.5226885,5.401,733037.32,A,155078,930745.69
8,8/17/2012,FALSE,81.21,3.571,3224.14,21.02,4.26,1066.29,225.6050797,5.401,722496.93,A,155078,896613.19
8,8/24/2012,FALSE,73.77,3.62,3822.14,6.4,4.2,763.09,225.7418442,5.401,718232.26,A,155078,936373.65
8,8/31/2012,FALSE,75.33,3.638,10297.42,21.6,17.16,3952.93,225.8786088,5.401,734297.87,A,155078,976137.73
8,9/7/2012,TRUE,80.87,3.73,11548.63,9,29.22,1177.09,226.0153733,5.401,766512.66,A,155078,932160.37
8,9/28/2012,FALSE,71.1,3.666,5518.65,1.91,0.55,1103.02,226.5675714,5.401,713173.95,A,155078,884724.41
8,10/26/2012,FALSE,64.74,3.506,2679.05,20.38,6,384.25,227.0369359,5.124,891671.44,A,155078,891671.44
9,11/11/2011,FALSE,58.28,3.297,3235.06,1645.11,63.15,1580.98,221.6482278,6.054,808624.82,B,125833,594574.12
9,11/18/2011,FALSE,58.8,3.308,3648.4,2.63,21.12,1639.62,221.8803923,6.054,773603.77,B,125833,542414.27
9,12/23/2011,FALSE,44.43,3.112,719.14,0.24,318.75,17.72,223.0661125,6.054,1521957.99,B,125833,905324.68
9,12/30/2011,TRUE,43.41,3.129,2155.73,14481.63,44.07,237.84,223.2496766,6.054,869403.63,B,125833,549788.36
9,1/6/2012,FALSE,47.54,3.157,3597.08,6203.76,11.2,3743.55,223.4332408,5.667,714081.05,B,125833,519585.67
9,2/3/2012,FALSE,54.43,3.36,19289.22,527.14,4.46,9955.21,223.9006766,5.667,757330.95,B,125833,549967.89
9,2/10/2012,TRUE,44.03,3.409,5619.8,1595.17,1.71,4740.66,223.9953006,5.667,803657.12,B,125833,609736.12
9,2/17/2012,FALSE,43.81,3.51,4572.81,5448.91,6,945.06,224.1588663,5.667,858853.75,B,125833,658965.05
9,2/24/2012,FALSE,53.67,3.555,3801.98,4010.13,1,586.06,224.3741384,5.667,753060.78,B,125833,563578.79
9,3/9/2012,FALSE,54.03,3.669,3923.2,96.52,17.36,990.11,224.8046825,5.667,776968.87,B,125833,574955.95
9,3/16/2012,FALSE,59.94,3.734,1913.05,1.8,7.33,436.67,224.9594902,5.667,788340.23,B,125833,550373.57
9,3/23/2012,FALSE,58.79,3.787,1681.15,1.8,0.68,414.45,225.0336786,5.667,791835.37,B,125833,550791.32
9,4/20/2012,FALSE,68.04,3.877,910.31,121.25,2,265.55,225.3117488,5.539,776661.74,B,125833,542819.03
9,6/1/2012,FALSE,80.26,3.501,2542.14,35.6,76.8,374.37,225.4946078,5.539,837144.63,B,125833,583648.59
9,6/8/2012,FALSE,78.91,3.452,3564.15,142.2,0.3,81.26,225.4947868,5.539,795133,B,125833,582525.42
9,6/15/2012,FALSE,82.21,3.393,3296.23,176.4,50.03,780.78,225.5070634,5.539,821498.18,B,125833,564606.1
9,7/6/2012,FALSE,84.15,3.227,3165.17,87.2,8.08,1642.41,225.6346256,5.277,843361.1,B,125833,578790.36
9,7/20/2012,FALSE,83.39,3.311,1107.97,0.5,5.85,862.28,225.6871121,5.277,737613.65,B,125833,513991.57
9,7/27/2012,FALSE,86.41,3.407,1042.73,8,1.66,1129.2,225.6970779,5.277,711671.58,B,125833,495951
9,8/3/2012,FALSE,90.23,3.417,11864.5,61,0.22,1659.09,225.7070437,5.277,725729.51,B,125833,533887.54
9,8/10/2012,FALSE,88.66,3.494,3180.78,-9.94,1.4,2112.03,225.7170094,5.277,733037.32,B,125833,538713.47
9,9/7/2012,TRUE,87.93,3.73,4837.99,-5.96,22.74,602.8,226.2103541,5.277,766512.66,B,125833,565812.29
9,9/28/2012,FALSE,76.8,3.666,1699.68,1.91,0.55,190.38,226.7630732,5.277,713173.95,B,125833,516361.06
10,11/11/2011,FALSE,55.28,3.677,13444.17,14909.99,752.18,4320.22,129.8167097,7.874,1594938.89,B,126512,2076570.84
10,11/18/2011,FALSE,58.97,3.669,3886.23,708.7,115.18,695.54,129.8268333,7.874,1539483.7,B,126512,1869087.85
10,11/25/2011,TRUE,60.68,3.76,174.72,329,141630.61,79,129.8364,7.874,2033320.66,B,126512,2950198.64
10,12/2/2011,FALSE,57.29,3.701,7772.17,240,4737.51,6615.5,129.8459667,7.874,1584083.95,B,126512,2068097.18
10,12/9/2011,FALSE,42.58,3.644,7010.08,74.24,1019.36,5124.86,129.8555333,7.874,1799682.38,B,126512,2429310.9
10,12/16/2011,FALSE,50.53,3.489,2200.27,337.44,1203.16,158.52,129.8980645,7.874,1881176.67,B,126512,2555031.18
10,12/23/2011,FALSE,48.36,3.541,300.02,77.73,2432.01,108.37,129.9845484,7.874,2270188.99,B,126512,3487986.89
10,12/30/2011,TRUE,48.92,3.428,7676.36,104519.54,179.82,1573.87,130.0710323,7.874,1497462.72,B,126512,1930690.37
10,1/6/2012,FALSE,59.85,3.443,7737.75,38456.09,39.72,305.2,130.1575161,7.545,1550369.92,B,126512,1683401.78
10,1/13/2012,FALSE,51,3.477,5203.77,14424.42,1.38,597.55,130.244,7.545,1459601.17,B,126512,1711562.73
10,1/20/2012,FALSE,54.51,3.66,2972.31,3286.44,1,644.03,130.2792258,7.545,1394393.84,B,126512,1675562.94
10,2/3/2012,FALSE,56.85,3.543,42468.4,1985.73,174.33,33345.34,130.3496774,7.545,1636339.65,B,126512,1867403.01
10,2/10/2012,TRUE,55.73,3.722,8414.22,861.38,66.96,6806.11,130.3849032,7.545,2218595.8,B,126512,2218595.8
10,2/17/2012,FALSE,54.12,3.781,20174.89,8935.08,10.8,6330.02,130.4546207,7.545,1819870,B,126512,2168709.76
10,3/2/2012,FALSE,57.62,3.882,22685.06,152.91,48.76,5831.75,130.6457931,7.545,1688420.76,B,126512,1990371.02
10,3/9/2012,FALSE,57.65,3.963,11265.62,7.9,14.95,919.45,130.7413793,7.545,1675431.16,B,126512,1917483.1
10,3/16/2012,FALSE,62.11,4.273,3977.45,-10.5,6.03,1928.5,130.8261935,7.545,1677472.78,B,126512,1930814.66
10,3/23/2012,FALSE,56.54,4.288,4034.35,3.1,4.08,480.89,130.8966452,7.545,1511068.07,B,126512,1837457.69
10,4/13/2012,FALSE,70.28,4.254,7299.64,10818.3,27.47,3675.97,131.108,7.382,1621031.7,B,126512,1974687.51
10,4/20/2012,FALSE,67.75,4.111,4973.95,4561.31,5.17,1953.72,131.1173333,7.382,1521577.87,B,126512,1777166.53
10,4/27/2012,FALSE,80.11,4.088,3444.43,1.5,3.39,124.18,131.1266667,7.382,1468928.37,B,126512,1712987.56
10,6/8/2012,FALSE,86.87,4.103,7184.69,31,338.26,637.39,130.8896774,7.382,1697230.96,B,126512,1840491.41
10,6/15/2012,FALSE,88.58,4.144,6017.71,18.8,41.99,2052.91,130.8295333,7.382,1630607,B,126512,1811562.88
10,6/22/2012,FALSE,89.92,4.014,7684.55,12.6,1.17,3375.65,130.7929,7.382,1527845.81,B,126512,1755334.18
10,7/6/2012,FALSE,86.87,3.666,12644.88,11.2,4.12,5763.56,130.7196333,7.17,1769854.16,B,126512,1805999.79
10,7/13/2012,FALSE,89.8,3.723,7069.25,5,0.32,8194.36,130.683,7.17,1527014.04,B,126512,1765571.91
10,7/20/2012,FALSE,84.45,3.589,6596.8,-1.6,44.6,4275.27,130.7012903,7.17,1497954.76,B,126512,1869967.03
10,8/17/2012,FALSE,88.83,4.002,4407.9,0,7.2,3037.56,130.7909677,7.17,1597868.05,B,126512,1827797.4
10,9/7/2012,TRUE,83.07,4.124,11848.88,20,47.52,3530.47,130.9325484,7.17,1661767.33,B,126512,1708283.28
10,9/21/2012,FALSE,81.93,4.125,11273.56,245.91,27,2976.5,131.0103333,7.17,1671857.57,B,126512,1671857.57
10,9/28/2012,FALSE,82.52,3.966,6091.96,62.82,2.82,3350.88,131.043,7.17,1437059.26,B,126512,1694862.41
10,10/26/2012,FALSE,70.5,4.301,9657.93,63.3,100,1925.87,131.1930968,6.943,1493659.74,B,126512,1744349.05
